Enemy,Segment,File,Offset,Value (Hex),Value (Type),Value,Notes
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132B8,0A D7 23 3D,Float,0.04,Chance Drop 1
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132BC,06 00 00 00,Int,6,Drop 1
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132C0,0A D7 23 3C,Float,0.01,Chance Drop 2
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132C4,1C 00 00 00,Int,28,Drop 2
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132C8,0A D7 A3 3D,Float,0.08,Chance Drop 3
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132CC,F6 00 00 00,Int,246,Drop 3
Screwdiver,Header,xa_ex_2250.mdls,66284,65 78 5F 32 32 35 30 2E 62 64,String,ex_2250.bd,Start of stats header
Screwdiver,Stat Page Pre Riku Ansem,xa_ex_2250.mdls,66294,30 00 00 00,Int,48,HP
Screwdiver,Stat Page Pre Riku Ansem,xa_ex_2250.mdls,662B3,0F 00 00 00,Int,15,EXP
Screwdiver,Stat Page Post Riku Ansem,xa_ex_2250.mdls,66300,78 00 00 00,Int,120,HP
Screwdiver,Stat Page Post Riku Ansem,xa_ex_2250.mdls,6631C,5A 00 00 00,Int,90,EXP
Screwdiver,Drop Table,xa_ex_2250.mdls,6652C,01 00 00 00,Int,1,Small Munny
Screwdiver,Drop Table,xa_ex_2250.mdls,66530,02 00 00 00,Int,2,Medium Munny
Screwdiver,Drop Table,xa_ex_2250.mdls,66534,00 00 00 00,Int,0,Large Munny
Screwdiver,Drop Table,xa_ex_2250.mdls,66538,05 00 00 00,Int,5,Small HP
Screwdiver,Drop Table,xa_ex_2250.mdls,6653C,00 00 00 00,Int,0,Large HP
Screwdiver,Drop Table,xa_ex_2250.mdls,66540,00 00 00 00,Int,0,Small MP
Screwdiver,Drop Table,xa_ex_2250.mdls,66544,00 00 00 00,Int,0,Large MP
Screwdiver,Drop Table,xa_ex_2250.mdls,66548,0A D7 A3 3C,Float,0.02,Chance Drop 1
Screwdiver,Drop Table,xa_ex_2250.mdls,6654C,02 00 00 00,Int,2,Drop 1
Screwdiver,Drop Table,xa_ex_2250.mdls,66550,6F 12 03 3B,Float,0.002,Chance Drop 2
Screwdiver,Drop Table,xa_ex_2250.mdls,66554,1C 00 00 00,Int,28,Drop 2
Screwdiver,Drop Table,xa_ex_2250.mdls,66558,0A D7 23 3D,Float,0.04,Chance Drop 3
Screwdiver,Drop Table,xa_ex_2250.mdls,6655C,F6 00 00 00,Int,246,Drop 3
Chimera,Header,xa_ex_2260.mdls,F6884,65 78 5F 32 32 36 30 2E 62 64,String,ex_2260.bd,Start of stats header
Chimera,Stat Page Pre Riku Ansem,xa_ex_2260.mdls,F6894,C8 00 00 00,Int,200,HP
Chimera,Stat Page Pre Riku Ansem,xa_ex_2260.mdls,F68B0,14 00 00 00,Int,20,EXP
Chimera,Stat Page Post Riku Ansem,xa_ex_2260.mdls,F6900,C8 00 00 00,Int,200,HP
Chimera,Stat Page Post Riku Ansem,xa_ex_2260.mdls,F691C,78 00 00 00,Int,120,EXP
Chimera,Drop Table,xa_ex_2260.mdls,F6DCC,00 00 00 00,Int,0,Small Munny
Chimera,Drop Table,xa_ex_2260.mdls,F6DD0,00 00 00 00,Int,0,Medium Munny
Chimera,Drop Table,xa_ex_2260.mdls,F6DD4,00 00 00 00,Int,0,Large Munny
Chimera,Drop Table,xa_ex_2260.mdls,F6DD8,14 00 00 00,Int,20,Small HP
Chimera,Drop Table,xa_ex_2260.mdls,F6DDC,05 00 00 00,Int,5,Large HP
Chimera,Drop Table,xa_ex_2260.mdls,F6DE0,00 00 00 00,Int,0,Small MP
Chimera,Drop Table,xa_ex_2260.mdls,F6DE4,00 00 00 00,Int,0,Large MP
Chimera,Drop Table,xa_ex_2260.mdls,F6DE8,00 00 00 00,Float,0,Chance Drop 1
Chimera,Drop Table,xa_ex_2260.mdls,F6DEC,00 00 00 00,Int,0,Drop 1
Chimera,Drop Table,xa_ex_2260.mdls,F6DF0,00 00 00 00,Float,0,Chance Drop 2
Chimera,Drop Table,xa_ex_2260.mdls,F6DF4,00 00 00 00,Int,0,Drop 2
Chimera,Drop Table,xa_ex_2260.mdls,F6DF8,33 33 B3 3E,Float,0.35,Chance Drop 3
Chimera,Drop Table,xa_ex_2260.mdls,F6DFC,0C 00 00 00,Int,12,Drop 3
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E00,0A 00 00 00,Int,10,Small Munny
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E04,00 00 00 00,Int,0,Medium Munny
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E08,00 00 00 00,Int,0,Large Munny
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E0C,00 00 00 00,Int,0,Small HP
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E10,00 00 00 00,Int,0,Large HP
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E14,00 00 00 00,Int,0,Small MP
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E18,00 00 00 00,Int,0,Large MP
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E1C,00 00 00 00,Float,0,Chance Drop 1
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E20,00 00 00 00,Int,0,Drop 1
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E24,00 00 00 00,Float,0,Chance Drop 2
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E28,00 00 00 00,Int,0,Drop 2
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E2C,00 00 00 00,Float,0,Chance Drop 3
Chimera,Drop Table (Knock back 3 heads),xa_ex_2260.mdls,F6E30,00 00 00 00,Float,0,Drop 3
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E34,0F 00 00 00,Int,15,Small Munny
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E38,00 00 00 00,Int,0,Medium Munny
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E3C,01 00 00 00,Int,1,Large Munny
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E40,00 00 00 00,Int,0,Small HP
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E44,00 00 00 00,Int,0,Large HP
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E48,00 00 00 00,Int,0,Small MP
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E4C,00 00 00 00,Int,0,Large MP
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E50,00 00 00 00,Float,0,Chance Drop 1
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E54,00 00 00 00,Int,0,Drop 1
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E58,00 00 00 00,Float,0,Chance Drop 2
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E5C,00 00 00 00,Int,0,Drop 2
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E60,CD CC 4C 3E,Float,0.2,Chance Drop 3
Chimera,Drop Table (Knock back 6 heads),xa_ex_2260.mdls,F6E64,0C 00 00 00,Float,12,Drop 3
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E68,14 00 00 00,Int,20,Small Munny
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E6C,00 00 00 00,Int,0,Medium Munny
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E70,02 00 00 00,Int,2,Large Munny
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E74,00 00 00 00,Int,0,Small HP
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E78,00 00 00 00,Int,0,Large HP
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E7C,00 00 00 00,Int,0,Small MP
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E80,00 00 00 00,Int,0,Large MP
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E84,00 00 00 00,Float,0,Chance Drop 1
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E88,00 00 00 00,Int,0,Drop 1
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E8C,00 00 00 00,Float,0,Chance Drop 2
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E90,00 00 00 00,Int,0,Drop 2
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E94,CD CC CC 3E,Float,0.4,Chance Drop 3
Chimera,Drop Table (Knock back 9 heads),xa_ex_2260.mdls,F6E98,0C 00 00 00,Float,12,Drop 3
Battleship,Header,xa_ex_2270.mdls,FFF84,65 78 5F 32 32 37 30 2E 62 64,String,ex_2270.bd,Start of stats header
Battleship,Stat Page Pre Riku Ansem,xa_ex_2270.mdls,FFF94,2C 01 00 00,Int,300,HP
Battleship,Stat Page Pre Riku Ansem,xa_ex_2270.mdls,FFFB0,64 00 00 00,Int,100,EXP
Battleship,Stat Page Post Riku Ansem,xa_ex_2270.mdls,100000,C2 01 00 00,Int,450,HP
Battleship,Stat Page Post Riku Ansem,xa_ex_2270.mdls,10001C,F0 00 00 00,Int,240,EXP
Battleship,Drop Table,xa_ex_2270.mdls,10045C,00 00 00 00,Int,0,Small Munny
Battleship,Drop Table,xa_ex_2270.mdls,100460,00 00 00 00,Int,0,Medium Munny
Battleship,Drop Table,xa_ex_2270.mdls,100464,00 00 00 00,Int,0,Large Munny
Battleship,Drop Table,xa_ex_2270.mdls,100468,05 00 00 00,Int,5,Small HP
Battleship,Drop Table,xa_ex_2270.mdls,10046C,01 00 00 00,Int,1,Large HP
Battleship,Drop Table,xa_ex_2270.mdls,100470,05 00 00 00,Int,5,Small MP
Battleship,Drop Table,xa_ex_2270.mdls,100474,02 00 00 00,Int,2,Large MP
Battleship,Drop Table,xa_ex_2270.mdls,100478,0A D7 A3 3B,Float,0.005,Chance Drop 1
Battleship,Drop Table,xa_ex_2270.mdls,10047C,04 00 00 00,Int,4,Drop 1
Battleship,Drop Table,xa_ex_2270.mdls,100480,00 00 00 00,Float,0,Chance Drop 2
Battleship,Drop Table,xa_ex_2270.mdls,100484,00 00 00 00,Int,0,Drop 2
Battleship,Drop Table,xa_ex_2270.mdls,100488,0A D7 23 3D,Float,0.04,Chance Drop 3
Battleship,Drop Table,xa_ex_2270.mdls,10048C,EF 00 00 00,Int,239,Drop 3
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,100490,0F 00 00 00,Int,15,Small Munny
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,100494,00 00 00 00,Int,0,Medium Munny
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,100498,02 00 00 00,Int,2,Large Munny
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,10049C,00 00 00 00,Int,0,Small HP
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004A0,00 00 00 00,Int,0,Large HP
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004A4,00 00 00 00,Int,0,Small MP
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004A8,00 00 00 00,Int,0,Large MP
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004AC,0A D7 23 3C,Float,0.01,Chance Drop 1
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004B0,04 00 00 00,Int,4,Drop 1
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004B4,0A D7 23 3C,Float,0.01,Chance Drop 2
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004B8,22 00 00 00,Int,34,Drop 2
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004BC,0A D7 A3 3D,Float,0.08,Chance Drop 3
Battleship,Drop Table (Destroy parts),xa_ex_2270.mdls,1004C0,EF 00 00 00,Int,239,Drop 3
Darkball,Header,xa_ex_2280.mdls,42704,65 78 5F 32 32 38 30 2E 62 64,String,ex_2280.bd,Start of stats header
Darkball,Stat Page Pre Riku Ansem,xa_ex_2280.mdls,42714,3C 00 00 00,Int,60,HP
Darkball,Stat Page Pre Riku Ansem,xa_ex_2280.mdls,42730,20 00 00 00,Int,32,EXP
Darkball,Stat Page Post Riku Ansem,xa_ex_2280.mdls,42780,5A 00 00 00,Int,90,HP
Darkball,Stat Page Post Riku Ansem,xa_ex_2280.mdls,4279C,3C 00 00 00,Int,60,EXP
Darkball,Stat Page World of Chaos,xa_ex_2280.mdls,427EC,5A 00 00 00,Int,90,HP
Darkball,Stat Page World of Chaos,xa_ex_2280.mdls,42808,3C 00 00 00,Int,60,EXP
Darkball,Drop Table,xa_ex_2280.mdls,429A8,01 00 00 00,Int,1,Small Munny
Darkball,Drop Table,xa_ex_2280.mdls,429AC,01 00 00 00,Int,1,Medium Munny
Darkball,Drop Table,xa_ex_2280.mdls,429B0,00 00 00 00,Int,0,Large Munny
Darkball,Drop Table,xa_ex_2280.mdls,429B4,0A 00 00 00,Int,10,Small HP
Darkball,Drop Table,xa_ex_2280.mdls,429B8,00 00 00 00,Int,0,Large HP
Darkball,Drop Table,xa_ex_2280.mdls,429BC,00 00 00 00,Int,0,Small MP
Darkball,Drop Table,xa_ex_2280.mdls,429C0,00 00 00 00,Int,0,Large MP
Darkball,Drop Table,xa_ex_2280.mdls,429C4,0A D7 23 3C,Float,0.01,Chance Drop 1
Darkball,Drop Table,xa_ex_2280.mdls,429C8,02 00 00 00,Int,2,Drop 1
Darkball,Drop Table,xa_ex_2280.mdls,429CC,00 00 00 00,Float,0,Chance Drop 2
Darkball,Drop Table,xa_ex_2280.mdls,429D0,00 00 00 00,Int,0,Drop 2
Darkball,Drop Table,xa_ex_2280.mdls,429D4,0A D7 23 3C,Float,0.01,Chance Drop 3
Darkball,Drop Table,xa_ex_2280.mdls,429D8,EB 00 00 00,Int,235,Drop 3
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429DC,00 00 00 00,Int,0,Small Munny
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429E0,00 00 00 00,Int,0,Medium Munny
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429E4,00 00 00 00,Int,0,Large Munny
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429E8,00 00 00 00,Int,0,Small HP
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429EC,00 00 00 00,Int,0,Large HP
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429F0,0F 00 00 00,Int,15,Small MP
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429F4,00 00 00 00,Int,0,Large MP
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429F8,CD CC CC 3D,Float,0.1,Chance Drop 1
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,429FC,07 00 00 00,Int,7,Drop 1
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,42A00,00 00 00 00,Float,0,Chance Drop 2
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,42A04,00 00 00 00,Int,0,Drop 2
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,42A08,00 00 00 00,Float,0,Chance Drop 3
Darkball,Drop Table (World of Chaos),xa_ex_2280.mdls,42A0C,00 00 00 00,Int,0,Drop 3
Darkball,Header,xa_ex_2281.mdls,42704,65 78 5F 32 32 38 30 2E 62 64,String,ex_2280.bd,Start of stats header
Darkball,Stat Page Pre Riku Ansem,xa_ex_2281.mdls,42714,3C 00 00 00,Int,60,HP
Darkball,Stat Page Pre Riku Ansem,xa_ex_2281.mdls,42730,20 00 00 00,Int,32,EXP
Darkball,Stat Page Post Riku Ansem,xa_ex_2281.mdls,42780,5A 00 00 00,Int,90,HP
Darkball,Stat Page Post Riku Ansem,xa_ex_2281.mdls,4279C,3C 00 00 00,Int,60,EXP
Darkball,Stat Page World of Chaos,xa_ex_2281.mdls,427EC,5A 00 00 00,Int,90,HP
Darkball,Stat Page World of Chaos,xa_ex_2281.mdls,42808,3C 00 00 00,Int,60,EXP
Darkball,Drop Table,xa_ex_2281.mdls,429A8,01 00 00 00,Int,1,Small Munny
Darkball,Drop Table,xa_ex_2281.mdls,429AC,01 00 00 00,Int,1,Medium Munny
Darkball,Drop Table,xa_ex_2281.mdls,429B0,00 00 00 00,Int,0,Large Munny
Darkball,Drop Table,xa_ex_2281.mdls,429B4,0A 00 00 00,Int,10,Small HP
Darkball,Drop Table,xa_ex_2281.mdls,429B8,00 00 00 00,Int,0,Large HP
Darkball,Drop Table,xa_ex_2281.mdls,429BC,00 00 00 00,Int,0,Small MP
Darkball,Drop Table,xa_ex_2281.mdls,429C0,00 00 00 00,Int,0,Large MP
Darkball,Drop Table,xa_ex_2281.mdls,429C4,0A D7 23 3C,Float,0.01,Chance Drop 1
Darkball,Drop Table,xa_ex_2281.mdls,429C8,02 00 00 00,Int,2,Drop 1
Darkball,Drop Table,xa_ex_2281.mdls,429CC,00 00 00 00,Float,0,Chance Drop 2
Darkball,Drop Table,xa_ex_2281.mdls,429D0,00 00 00 00,Int,0,Drop 2
Darkball,Drop Table,xa_ex_2281.mdls,429D4,0A D7 23 3C,Float,0.01,Chance Drop 3
Darkball,Drop Table,xa_ex_2281.mdls,429D8,EB 00 00 00,Int,235,Drop 3
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429DC,00 00 00 00,Int,0,Small Munny
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429E0,00 00 00 00,Int,0,Medium Munny
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429E4,00 00 00 00,Int,0,Large Munny
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429E8,00 00 00 00,Int,0,Small HP
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429EC,00 00 00 00,Int,0,Large HP
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429F0,0F 00 00 00,Int,15,Small MP
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429F4,00 00 00 00,Int,0,Large MP
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429F8,CD CC CC 3D,Float,0.1,Chance Drop 1
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,429FC,07 00 00 00,Int,7,Drop 1
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,42A00,00 00 00 00,Float,0,Chance Drop 2
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,42A04,00 00 00 00,Int,0,Drop 2
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,42A08,00 00 00 00,Float,0,Chance Drop 3
Darkball,Drop Table (World of Chaos),xa_ex_2281.mdls,42A0C,00 00 00 00,Int,0,Drop 3
Darkball,Header,xa_ex_2282.mdls,42704,65 78 5F 32 32 38 30 2E 62 64,String,ex_2280.bd,Start of stats header
Darkball,Stat Page Pre Riku Ansem,xa_ex_2282.mdls,42714,3C 00 00 00,Int,60,HP
Darkball,Stat Page Pre Riku Ansem,xa_ex_2282.mdls,42730,20 00 00 00,Int,32,EXP
Darkball,Stat Page Post Riku Ansem,xa_ex_2282.mdls,42780,5A 00 00 00,Int,90,HP
Darkball,Stat Page Post Riku Ansem,xa_ex_2282.mdls,4279C,3C 00 00 00,Int,60,EXP
Darkball,Stat Page World of Chaos,xa_ex_2282.mdls,427EC,5A 00 00 00,Int,90,HP
Darkball,Stat Page World of Chaos,xa_ex_2282.mdls,42808,3C 00 00 00,Int,60,EXP
Darkball,Drop Table,xa_ex_2282.mdls,429A8,01 00 00 00,Int,1,Small Munny
Darkball,Drop Table,xa_ex_2282.mdls,429AC,01 00 00 00,Int,1,Medium Munny
Darkball,Drop Table,xa_ex_2282.mdls,429B0,00 00 00 00,Int,0,Large Munny
Darkball,Drop Table,xa_ex_2282.mdls,429B4,0A 00 00 00,Int,10,Small HP
Darkball,Drop Table,xa_ex_2282.mdls,429B8,00 00 00 00,Int,0,Large HP
Darkball,Drop Table,xa_ex_2282.mdls,429BC,00 00 00 00,Int,0,Small MP
Darkball,Drop Table,xa_ex_2282.mdls,429C0,00 00 00 00,Int,0,Large MP
Darkball,Drop Table,xa_ex_2282.mdls,429C4,0A D7 23 3C,Float,0.01,Chance Drop 1
Darkball,Drop Table,xa_ex_2282.mdls,429C8,02 00 00 00,Int,2,Drop 1
Darkball,Drop Table,xa_ex_2282.mdls,429CC,00 00 00 00,Float,0,Chance Drop 2
Darkball,Drop Table,xa_ex_2282.mdls,429D0,00 00 00 00,Int,0,Drop 2
Darkball,Drop Table,xa_ex_2282.mdls,429D4,0A D7 23 3C,Float,0.01,Chance Drop 3
Darkball,Drop Table,xa_ex_2282.mdls,429D8,EB 00 00 00,Int,235,Drop 3
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429DC,00 00 00 00,Int,0,Small Munny
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429E0,00 00 00 00,Int,0,Medium Munny
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429E4,00 00 00 00,Int,0,Large Munny
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429E8,00 00 00 00,Int,0,Small HP
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429EC,00 00 00 00,Int,0,Large HP
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429F0,0F 00 00 00,Int,15,Small MP
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429F4,00 00 00 00,Int,0,Large MP
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429F8,CD CC CC 3D,Float,0.1,Chance Drop 1
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,429FC,07 00 00 00,Int,7,Drop 1
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,42A00,00 00 00 00,Float,0,Chance Drop 2
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,42A04,00 00 00 00,Int,0,Drop 2
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,42A08,00 00 00 00,Float,0,Chance Drop 3
Darkball,Drop Table (World of Chaos),xa_ex_2282.mdls,42A0C,00 00 00 00,Int,0,Drop 3
Invisible,Header,xa_ex_2290.mdls,86804,65 78 5F 32 32 39 30 2E 62 64,String,ex_2290.bd,Start of stats header
Invisible,Stat Page End of the World,xa_ex_2290.mdls,86814,2C 01 00 00,Int,300,HP
Invisible,Stat Page End of the World,xa_ex_2290.mdls,86830,78 00 00 00,Int,120,EXP
Invisible,Stat Page World of Chaos,xa_ex_2290.mdls,86890,8C 00 00 00,Int,300,HP
Invisible,Stat Page World of Chaos,xa_ex_2290.mdls,8689C,78 00 00 00,Int,120,EXP
Invisible,Drop Table,xa_ex_2290.mdls,86CDC,00 00 00 00,Int,0,Small Munny
Invisible,Drop Table,xa_ex_2290.mdls,86CE0,00 00 00 00,Int,0,Medium Munny
Invisible,Drop Table,xa_ex_2290.mdls,86CE4,00 00 00 00,Int,0,Large Munny
Invisible,Drop Table,xa_ex_2290.mdls,86CE8,00 00 00 00,Int,0,Small HP
Invisible,Drop Table,xa_ex_2290.mdls,86CEC,03 00 00 00,Int,3,Large HP
Invisible,Drop Table,xa_ex_2290.mdls,86CF0,00 00 00 00,Int,0,Small MP
Invisible,Drop Table,xa_ex_2290.mdls,86CF4,01 00 00 00,Int,1,Large MP
Invisible,Drop Table,xa_ex_2290.mdls,86CF8,0A D7 A3 3C,Float,0.02,Chance Drop 1
Invisible,Drop Table,xa_ex_2290.mdls,86CFC,02 00 00 00,Int,2,Drop 1
Invisible,Drop Table,xa_ex_2290.mdls,86D00,00 00 00 00,Float,0,Chance Drop 2
Invisible,Drop Table,xa_ex_2290.mdls,86D04,00 00 00 00,Int,0,Drop 2
Invisible,Drop Table,xa_ex_2290.mdls,86D08,0A D7 23 3D,Float,0.04,Chance Drop 3
Invisible,Drop Table,xa_ex_2290.mdls,86D0C,FC 00 00 00,Int,252,Drop 3
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D10,00 00 00 00,Int,0,Small Munny
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D14,00 00 00 00,Int,0,Medium Munny
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D18,00 00 00 00,Int,0,Large Munny
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D1C,00 00 00 00,Int,0,Small HP
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D20,03 00 00 00,Int,3,Large HP
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D24,00 00 00 00,Int,0,Small MP
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D28,03 00 00 00,Int,3,Large MP
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D2C,CD CC 4C 3D,Float,0.05,Chance Drop 1
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D30,04 00 00 00,Int,4,Drop 1
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D34,00 00 00 00,Float,0,Chance Drop 2
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D38,00 00 00 00,Int,0,Drop 2
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D3C,00 00 00 00,Float,0,Chance Drop 3
Invisible,Drop Table (World of Chaos),xa_ex_2290.mdls,86D40,00 00 00 00,Int,0,Drop 3
Invisible,Header,xa_ex_2292.mdls,86804,65 78 5F 32 32 39 30 2E 62 64,String,ex_2290.bd,Start of stats header
Invisible,Stat Page End of the World,xa_ex_2292.mdls,86814,2C 01 00 00,Int,300,HP
Invisible,Stat Page End of the World,xa_ex_2292.mdls,86830,78 00 00 00,Int,120,EXP
Invisible,Stat Page World of Chaos,xa_ex_2292.mdls,86890,8C 00 00 00,Int,300,HP
Invisible,Stat Page World of Chaos,xa_ex_2292.mdls,8689C,78 00 00 00,Int,120,EXP
Invisible,Drop Table,xa_ex_2292.mdls,86CDC,00 00 00 00,Int,0,Small Munny
Invisible,Drop Table,xa_ex_2292.mdls,86CE0,00 00 00 00,Int,0,Medium Munny
Invisible,Drop Table,xa_ex_2292.mdls,86CE4,00 00 00 00,Int,0,Large Munny
Invisible,Drop Table,xa_ex_2292.mdls,86CE8,00 00 00 00,Int,0,Small HP
Invisible,Drop Table,xa_ex_2292.mdls,86CEC,03 00 00 00,Int,3,Large HP
Invisible,Drop Table,xa_ex_2292.mdls,86CF0,00 00 00 00,Int,0,Small MP
Invisible,Drop Table,xa_ex_2292.mdls,86CF4,01 00 00 00,Int,1,Large MP
Invisible,Drop Table,xa_ex_2292.mdls,86CF8,0A D7 A3 3C,Float,0.02,Chance Drop 1
Invisible,Drop Table,xa_ex_2292.mdls,86CFC,02 00 00 00,Int,2,Drop 1
Invisible,Drop Table,xa_ex_2292.mdls,86D00,00 00 00 00,Float,0,Chance Drop 2
Invisible,Drop Table,xa_ex_2292.mdls,86D04,00 00 00 00,Int,0,Drop 2
Invisible,Drop Table,xa_ex_2292.mdls,86D08,0A D7 23 3D,Float,0.04,Chance Drop 3
Invisible,Drop Table,xa_ex_2292.mdls,86D0C,FC 00 00 00,Int,252,Drop 3
Invisible,Drop Table (World of Chaos),xa_ex_2292.mdls,86D10,00 00 00 00,Int,0,Small Munny
Invisible,Drop Table (World of Chaos),xa_ex_2292.mdls,86D14,00 00 00 00,Int,0,Medium Munny
